"","Date","Date_MY","Comments","Posts","Users","Total.nonfarm","Total.private","Mining.and.logging","Construction","Manufacturing","Wholesale.trade","Retail.trade","Transportation.and.warehousing","Utilities","Information","Financial.activities","Professional.and.business.services","Education.and.health.services","Leisure.and.hospitality","Other.services","Government","Federal.government","State.government","Local.government"
"130","2013-12-20","2013-12",NA,NA,560,"137,373","115,553",866,"5,932","12,083","5,687.10","15,287.70","4,541.20",550.5,"2,726","7,914","18,790","21,196","14,454","5,525","21,820","2,741","5,053","14,026"
"131","2013-12-21","2013-12",NA,NA,561,"137,373","115,553",866,"5,932","12,083","5,687.10","15,287.70","4,541.20",550.5,"2,726","7,914","18,790","21,196","14,454","5,525","21,820","2,741","5,053","14,026"
"132","2013-12-22","2013-12",NA,NA,561,"137,373","115,553",866,"5,932","12,083","5,687.10","15,287.70","4,541.20",550.5,"2,726","7,914","18,790","21,196","14,454","5,525","21,820","2,741","5,053","14,026"
"133","2013-12-23","2013-12",NA,NA,562,"137,373","115,553",866,"5,932","12,083","5,687.10","15,287.70","4,541.20",550.5,"2,726","7,914","18,790","21,196","14,454","5,525","21,820","2,741","5,053","14,026"
"134","2013-12-24","2013-12",NA,NA,561,"137,373","115,553",866,"5,932","12,083","5,687.10","15,287.70","4,541.20",550.5,"2,726","7,914","18,790","21,196","14,454","5,525","21,820","2,741","5,053","14,026"
"135","2013-12-25","2013-12",NA,NA,561,"137,373","115,553",866,"5,932","12,083","5,687.10","15,287.70","4,541.20",550.5,"2,726","7,914","18,790","21,196","14,454","5,525","21,820","2,741","5,053","14,026"
"136","2013-12-26","2013-12",NA,NA,559,"137,373","115,553",866,"5,932","12,083","5,687.10","15,287.70","4,541.20",550.5,"2,726","7,914","18,790","21,196","14,454","5,525","21,820","2,741","5,053","14,026"
"137","2013-12-27","2013-12",NA,NA,561,"137,373","115,553",866,"5,932","12,083","5,687.10","15,287.70","4,541.20",550.5,"2,726","7,914","18,790","21,196","14,454","5,525","21,820","2,741","5,053","14,026"
"138","2013-12-28","2013-12",NA,NA,562,"137,373","115,553",866,"5,932","12,083","5,687.10","15,287.70","4,541.20",550.5,"2,726","7,914","18,790","21,196","14,454","5,525","21,820","2,741","5,053","14,026"
"139","2013-12-29","2013-12",NA,NA,561,"137,373","115,553",866,"5,932","12,083","5,687.10","15,287.70","4,541.20",550.5,"2,726","7,914","18,790","21,196","14,454","5,525","21,820","2,741","5,053","14,026"
"140","2013-12-30","2013-12",NA,NA,561,"137,373","115,553",866,"5,932","12,083","5,687.10","15,287.70","4,541.20",550.5,"2,726","7,914","18,790","21,196","14,454","5,525","21,820","2,741","5,053","14,026"
"141","2013-12-31","2013-12",NA,NA,560,"137,373","115,553",866,"5,932","12,083","5,687.10","15,287.70","4,541.20",550.5,"2,726","7,914","18,790","21,196","14,454","5,525","21,820","2,741","5,053","14,026"
"142","2014-01-01","2014-1",NA,NA,560,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"143","2014-01-02","2014-1",NA,NA,560,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"144","2014-01-03","2014-1",NA,NA,559,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"145","2014-01-04","2014-1",NA,NA,558,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"146","2014-01-05","2014-1",NA,NA,558,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"147","2014-01-06","2014-1",NA,NA,564,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"148","2014-01-07","2014-1",NA,NA,563,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"149","2014-01-08","2014-1",NA,NA,562,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"150","2014-01-09","2014-1",NA,NA,563,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"151","2014-01-10","2014-1",NA,NA,563,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"152","2014-01-11","2014-1",NA,NA,569,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"153","2014-01-12","2014-1",NA,NA,568,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"154","2014-01-13","2014-1",NA,NA,567,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"155","2014-01-14","2014-1",NA,NA,568,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"156","2014-01-15","2014-1",NA,NA,573,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"157","2014-01-16","2014-1",NA,NA,574,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"158","2014-01-17","2014-1",NA,NA,573,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"159","2014-01-18","2014-1",NA,NA,573,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"160","2014-01-19","2014-1",NA,NA,576,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"161","2014-01-20","2014-1",NA,NA,583,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"162","2014-01-21","2014-1",NA,NA,612,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"163","2014-01-22","2014-1",NA,NA,613,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"164","2014-01-23","2014-1",NA,NA,614,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"165","2014-01-24","2014-1",NA,NA,616,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"166","2014-01-25","2014-1",NA,NA,617,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"167","2014-01-26","2014-1",NA,NA,616,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"168","2014-01-27","2014-1",NA,NA,617,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"169","2014-01-28","2014-1",NA,NA,618,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"170","2014-01-29","2014-1",NA,NA,619,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"171","2014-01-30","2014-1",NA,NA,621,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"172","2014-01-31","2014-1",NA,NA,620,"137,548","115,734",871,"5,985","12,081","5,702.50","15,262.90","4,561.90",549,"2,721","7,913","18,837","21,228","14,489","5,533","21,814","2,736","5,052","14,026"
"173","2014-02-01","2014-2",NA,NA,620,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"174","2014-02-02","2014-2",NA,NA,621,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"175","2014-02-03","2014-2",NA,NA,621,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"176","2014-02-04","2014-2",NA,NA,623,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"177","2014-02-05","2014-2",NA,NA,623,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"178","2014-02-06","2014-2",NA,NA,623,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"179","2014-02-07","2014-2",NA,NA,623,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"180","2014-02-08","2014-2",NA,NA,625,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"181","2014-02-09","2014-2",NA,NA,626,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"182","2014-02-10","2014-2",NA,NA,627,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"183","2014-02-11","2014-2",NA,NA,632,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"184","2014-02-12","2014-2",NA,NA,632,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"185","2014-02-13","2014-2",NA,NA,632,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"186","2014-02-14","2014-2",NA,NA,634,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"187","2014-02-15","2014-2",NA,NA,633,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"188","2014-02-16","2014-2",NA,NA,634,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"189","2014-02-17","2014-2",NA,NA,634,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"190","2014-02-18","2014-2",NA,NA,633,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"191","2014-02-19","2014-2",NA,NA,635,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"192","2014-02-20","2014-2",NA,NA,635,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"193","2014-02-21","2014-2",NA,NA,636,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"194","2014-02-22","2014-2",NA,NA,636,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"195","2014-02-23","2014-2",NA,NA,636,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"196","2014-02-24","2014-2",NA,NA,636,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"197","2014-02-25","2014-2",NA,NA,637,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"198","2014-02-26","2014-2",NA,NA,637,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"199","2014-02-27","2014-2",NA,NA,651,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"200","2014-02-28","2014-2",NA,NA,655,"137,714","115,889",875,"6,007","12,106","5,708.70","15,243.70","4,556.80",549.2,"2,719","7,930","18,899","21,251","14,509","5,535","21,825","2,731","5,057","14,037"
"201","2014-03-01","2014-3",NA,NA,658,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"202","2014-03-02","2014-3",NA,NA,674,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"203","2014-03-03","2014-3",NA,NA,684,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"204","2014-03-04","2014-3",NA,NA,685,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"205","2014-03-05","2014-3",NA,NA,687,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"206","2014-03-06","2014-3",NA,NA,687,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"207","2014-03-07","2014-3",NA,NA,689,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"208","2014-03-08","2014-3",NA,NA,689,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"209","2014-03-09","2014-3",NA,NA,690,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"210","2014-03-10","2014-3",NA,NA,689,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"211","2014-03-11","2014-3",NA,NA,689,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"212","2014-03-12","2014-3",NA,NA,690,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"213","2014-03-13","2014-3",NA,NA,693,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"214","2014-03-14","2014-3",NA,NA,695,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"215","2014-03-15","2014-3",NA,NA,696,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"216","2014-03-16","2014-3",NA,NA,696,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"217","2014-03-17","2014-3",NA,NA,695,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"218","2014-03-18","2014-3",NA,NA,695,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"219","2014-03-19","2014-3",NA,NA,695,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
"220","2014-03-20","2014-3",NA,NA,694,"137,968","116,135",879,"6,038","12,120","5,713.80","15,248.10","4,572.60",551.2,"2,725","7,932","18,944","21,294","14,564","5,553","21,833","2,728","5,055","14,050"
