"","Date","Date_MY","Users","Posts","Comments","Total","Men..20.years.and.over","Women..20.years.and.over","X16.to.19.years.old","White","Black.or.African.American","Asian","Hispanic.or.Latino"
"2357","2020-01-25","2020-1",89082,51,305,3.5,3.2,3.2,12.2,3.1,6.3,3,4.3
"2358","2020-01-26","2020-1",89540,41,472,3.5,3.2,3.2,12.2,3.1,6.3,3,4.3
"2359","2020-01-27","2020-1",89779,63,370,3.5,3.2,3.2,12.2,3.1,6.3,3,4.3
"2360","2020-01-28","2020-1",90051,55,303,3.5,3.2,3.2,12.2,3.1,6.3,3,4.3
"2361","2020-01-29","2020-1",90326,NA,NA,3.5,3.2,3.2,12.2,3.1,6.3,3,4.3
"2362","2020-01-30","2020-1",90614,NA,NA,3.5,3.2,3.2,12.2,3.1,6.3,3,4.3
"2363","2020-01-31","2020-1",90818,51,583,3.5,3.2,3.2,12.2,3.1,6.3,3,4.3
"2364","2020-02-01","2020-2",90878,NA,NA,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2365","2020-02-02","2020-2",91228,58,442,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2366","2020-02-03","2020-2",91513,74,405,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2367","2020-02-04","2020-2",91708,49,362,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2368","2020-02-05","2020-2",91870,48,327,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2369","2020-02-06","2020-2",92107,48,487,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2370","2020-02-07","2020-2",92304,44,264,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2371","2020-02-08","2020-2",93318,31,412,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2372","2020-02-09","2020-2",93588,60,376,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2373","2020-02-10","2020-2",93849,68,392,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2374","2020-02-11","2020-2",94098,62,407,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2375","2020-02-12","2020-2",94295,52,465,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2376","2020-02-13","2020-2",94497,50,300,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2377","2020-02-14","2020-2",94615,39,254,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2378","2020-02-15","2020-2",94775,29,251,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2379","2020-02-16","2020-2",95009,50,497,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2380","2020-02-17","2020-2",95330,60,443,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2381","2020-02-18","2020-2",95569,49,651,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2382","2020-02-19","2020-2",95859,42,310,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2383","2020-02-20","2020-2",96019,61,413,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2384","2020-02-21","2020-2",96237,52,252,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2385","2020-02-22","2020-2",96334,51,348,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2386","2020-02-23","2020-2",96616,57,335,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2387","2020-02-24","2020-2",96827,64,477,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2388","2020-02-25","2020-2",97150,65,326,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2389","2020-02-26","2020-2",97507,74,625,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2390","2020-02-27","2020-2",97794,64,376,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2391","2020-02-28","2020-2",97943,50,331,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2392","2020-02-29","2020-2",98297,54,408,3.5,3.2,3.1,11.3,3,6,2.5,4.4
"2393","2020-03-01","2020-3",98540,84,398,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2394","2020-03-02","2020-3",98686,48,339,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2395","2020-03-03","2020-3",98851,65,410,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2396","2020-03-04","2020-3",99070,64,331,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2397","2020-03-05","2020-3",99292,57,461,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2398","2020-03-06","2020-3",99509,43,315,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2399","2020-03-07","2020-3",99814,48,282,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2400","2020-03-08","2020-3",100099,55,326,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2401","2020-03-09","2020-3",100333,57,379,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2402","2020-03-10","2020-3",100542,47,387,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2403","2020-03-11","2020-3",100808,52,313,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2404","2020-03-12","2020-3",101006,30,127,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2405","2020-03-13","2020-3",101253,41,290,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2406","2020-03-14","2020-3",101692,38,387,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2407","2020-03-15","2020-3",101878,45,369,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2408","2020-03-16","2020-3",102162,56,358,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2409","2020-03-17","2020-3",102402,65,437,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2410","2020-03-18","2020-3",102831,NA,NA,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2411","2020-03-19","2020-3",103381,70,417,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2412","2020-03-20","2020-3",103998,67,301,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2413","2020-03-21","2020-3",104283,NA,NA,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2414","2020-03-22","2020-3",104427,42,282,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2415","2020-03-23","2020-3",104700,47,188,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2416","2020-03-24","2020-3",104917,56,343,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2417","2020-03-25","2020-3",105211,59,296,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2418","2020-03-26","2020-3",105395,45,307,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2419","2020-03-27","2020-3",105579,31,301,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2420","2020-03-28","2020-3",106591,34,719,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2421","2020-03-29","2020-3",106735,45,943,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2422","2020-03-30","2020-3",106923,48,369,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2423","2020-03-31","2020-3",107046,46,446,4.4,4.1,4,14,3.9,6.8,4.1,5.9
"2424","2020-04-01","2020-4",107170,50,374,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2425","2020-04-02","2020-4",107336,37,396,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2426","2020-04-03","2020-4",107568,41,322,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2427","2020-04-04","2020-4",107742,NA,NA,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2428","2020-04-05","2020-4",107876,30,133,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2429","2020-04-06","2020-4",108093,38,242,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2430","2020-04-07","2020-4",108239,31,199,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2431","2020-04-08","2020-4",108434,41,280,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2432","2020-04-09","2020-4",108664,36,376,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2433","2020-04-10","2020-4",108832,40,295,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2434","2020-04-11","2020-4",108989,44,182,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2435","2020-04-12","2020-4",109216,36,162,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2436","2020-04-13","2020-4",109514,40,285,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2437","2020-04-14","2020-4",109701,36,264,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2438","2020-04-15","2020-4",109850,29,289,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2439","2020-04-16","2020-4",110049,53,273,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2440","2020-04-17","2020-4",110209,64,344,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2441","2020-04-18","2020-4",110415,46,254,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2442","2020-04-19","2020-4",110561,41,342,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2443","2020-04-20","2020-4",110695,38,280,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2444","2020-04-21","2020-4",110792,45,332,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2445","2020-04-22","2020-4",110977,56,337,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2446","2020-04-23","2020-4",111118,42,244,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2447","2020-04-24","2020-4",111301,33,162,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2448","2020-04-25","2020-4",111445,40,247,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2449","2020-04-26","2020-4",111588,37,369,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2450","2020-04-27","2020-4",111773,49,256,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2451","2020-04-28","2020-4",111915,41,338,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2452","2020-04-29","2020-4",112094,54,306,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2453","2020-04-30","2020-4",112461,40,254,14.7,13,15.4,32.6,14.1,16.6,14.4,18.8
"2454","2020-05-01","2020-5",112731,41,239,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2455","2020-05-02","2020-5",112944,46,263,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2456","2020-05-03","2020-5",113084,45,234,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2457","2020-05-04","2020-5",113289,57,271,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2458","2020-05-05","2020-5",113542,48,271,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2459","2020-05-06","2020-5",113886,49,333,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2460","2020-05-07","2020-5",114087,37,293,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2461","2020-05-08","2020-5",114223,37,393,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2462","2020-05-09","2020-5",114412,27,343,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2463","2020-05-10","2020-5",114744,51,394,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2464","2020-05-11","2020-5",114908,53,379,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2465","2020-05-12","2020-5",115091,48,443,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2466","2020-05-13","2020-5",115228,48,271,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2467","2020-05-14","2020-5",115572,37,330,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2468","2020-05-15","2020-5",115813,30,338,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2469","2020-05-16","2020-5",116090,38,351,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2470","2020-05-17","2020-5",116233,33,259,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2471","2020-05-18","2020-5",116868,47,322,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2472","2020-05-19","2020-5",117274,48,516,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2473","2020-05-20","2020-5",117440,40,341,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2474","2020-05-21","2020-5",117854,NA,NA,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2475","2020-05-22","2020-5",118083,52,255,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2476","2020-05-23","2020-5",118347,27,194,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2477","2020-05-24","2020-5",118615,45,278,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2478","2020-05-25","2020-5",118837,36,365,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2479","2020-05-26","2020-5",119035,45,346,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2480","2020-05-27","2020-5",119252,41,385,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2481","2020-05-28","2020-5",119409,39,331,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2482","2020-05-29","2020-5",119531,35,211,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2483","2020-05-30","2020-5",119785,32,352,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2484","2020-05-31","2020-5",119878,25,205,13.2,11.5,13.8,30.5,12.3,16.8,14.8,17.6
"2485","2020-06-01","2020-6",119979,26,188,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2486","2020-06-02","2020-6",120207,43,232,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2487","2020-06-03","2020-6",122036,38,382,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2488","2020-06-04","2020-6",123448,54,581,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2489","2020-06-05","2020-6",123787,40,275,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2490","2020-06-06","2020-6",123958,38,327,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2491","2020-06-07","2020-6",124185,42,326,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2492","2020-06-08","2020-6",124371,41,348,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2493","2020-06-09","2020-6",125120,40,254,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2494","2020-06-10","2020-6",125476,37,365,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2495","2020-06-11","2020-6",125898,48,277,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2496","2020-06-12","2020-6",126043,46,286,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2497","2020-06-13","2020-6",126269,27,233,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2498","2020-06-14","2020-6",126406,37,348,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2499","2020-06-15","2020-6",126678,50,295,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2500","2020-06-16","2020-6",126867,33,304,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2501","2020-06-17","2020-6",127142,50,451,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2502","2020-06-18","2020-6",127659,40,321,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2503","2020-06-19","2020-6",127926,37,388,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2504","2020-06-20","2020-6",128638,39,452,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2505","2020-06-21","2020-6",129207,60,481,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2506","2020-06-22","2020-6",129442,50,372,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2507","2020-06-23","2020-6",129920,57,457,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2508","2020-06-24","2020-6",130446,58,458,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2509","2020-06-25","2020-6",130892,58,459,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2510","2020-06-26","2020-6",131389,52,349,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2511","2020-06-27","2020-6",131613,45,270,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2512","2020-06-28","2020-6",132008,64,339,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2513","2020-06-29","2020-6",132374,56,468,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2514","2020-06-30","2020-6",132997,54,603,11,10.1,11.2,22.5,10,15.2,13.8,14.5
"2515","2020-07-01","2020-7",133261,58,403,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2516","2020-07-02","2020-7",133575,52,307,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2517","2020-07-03","2020-7",134400,42,366,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2518","2020-07-04","2020-7",134671,46,328,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2519","2020-07-05","2020-7",134900,47,219,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2520","2020-07-06","2020-7",135302,28,207,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2521","2020-07-07","2020-7",136123,69,582,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2522","2020-07-08","2020-7",136794,65,193,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2523","2020-07-09","2020-7",137244,54,7,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2524","2020-07-10","2020-7",137479,41,4,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2525","2020-07-11","2020-7",137699,53,6,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2526","2020-07-12","2020-7",137910,58,10,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2527","2020-07-13","2020-7",138270,85,352,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2528","2020-07-14","2020-7",138786,59,818,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2529","2020-07-15","2020-7",139240,46,586,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2530","2020-07-16","2020-7",139555,49,428,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2531","2020-07-17","2020-7",139738,33,474,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2532","2020-07-18","2020-7",140095,40,594,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2533","2020-07-19","2020-7",140452,70,889,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2534","2020-07-20","2020-7",140739,61,664,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2535","2020-07-21","2020-7",140967,62,849,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2536","2020-07-22","2020-7",141328,49,660,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2537","2020-07-23","2020-7",141658,67,597,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2538","2020-07-24","2020-7",141818,46,599,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2539","2020-07-25","2020-7",142055,41,516,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2540","2020-07-26","2020-7",142342,65,619,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2541","2020-07-27","2020-7",142694,47,667,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2542","2020-07-28","2020-7",143164,66,551,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2543","2020-07-29","2020-7",143392,53,523,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2544","2020-07-30","2020-7",143644,42,749,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2545","2020-07-31","2020-7",143851,54,684,10.2,9.3,10.4,19.3,9.2,14.4,11.9,12.8
"2546","2020-08-01","2020-8",144248,65,663,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2547","2020-08-02","2020-8",144503,NA,NA,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2548","2020-08-03","2020-8",144856,50,578,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2549","2020-08-04","2020-8",145291,65,653,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2550","2020-08-05","2020-8",145777,58,570,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2551","2020-08-06","2020-8",146460,67,682,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2552","2020-08-07","2020-8",146693,52,603,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2553","2020-08-08","2020-8",147136,66,961,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2554","2020-08-09","2020-8",147334,63,624,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2555","2020-08-10","2020-8",147939,61,1121,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2556","2020-08-11","2020-8",148571,65,681,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2557","2020-08-12","2020-8",149054,69,910,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2558","2020-08-13","2020-8",149383,64,607,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2559","2020-08-14","2020-8",149755,39,376,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2560","2020-08-15","2020-8",150132,54,1025,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2561","2020-08-16","2020-8",150504,54,627,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2562","2020-08-17","2020-8",150835,64,644,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2563","2020-08-18","2020-8",151306,79,761,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2564","2020-08-19","2020-8",151636,89,909,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2565","2020-08-20","2020-8",152382,74,861,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2566","2020-08-21","2020-8",152969,52,710,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2567","2020-08-22","2020-8",153365,55,667,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2568","2020-08-23","2020-8",153930,75,884,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2569","2020-08-24","2020-8",154608,78,962,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2570","2020-08-25","2020-8",155373,54,660,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2571","2020-08-26","2020-8",155695,62,376,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2572","2020-08-27","2020-8",155945,NA,NA,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2573","2020-08-28","2020-8",156573,NA,NA,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2574","2020-08-29","2020-8",157719,NA,NA,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2575","2020-08-30","2020-8",157992,47,133,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2576","2020-08-31","2020-8",158817,NA,NA,8.4,7.9,8.3,16.5,7.4,12.8,10.6,10.6
"2577","2020-09-01","2020-9",159247,43,321,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2578","2020-09-02","2020-9",159695,96,507,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2579","2020-09-03","2020-9",160154,71,512,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2580","2020-09-04","2020-9",160607,64,546,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2581","2020-09-05","2020-9",160941,49,571,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2582","2020-09-06","2020-9",161326,66,597,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2583","2020-09-07","2020-9",161620,80,761,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2584","2020-09-08","2020-9",162034,67,629,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2585","2020-09-09","2020-9",162304,44,388,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2586","2020-09-10","2020-9",162626,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2587","2020-09-11","2020-9",NA,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2588","2020-09-12","2020-9",NA,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2589","2020-09-13","2020-9",NA,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2590","2020-09-14","2020-9",163817,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2591","2020-09-15","2020-9",NA,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2592","2020-09-16","2020-9",NA,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2593","2020-09-17","2020-9",165541,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2594","2020-09-18","2020-9",NA,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2595","2020-09-19","2020-9",NA,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2596","2020-09-20","2020-9",NA,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2597","2020-09-21","2020-9",167451,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2598","2020-09-22","2020-9",NA,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2599","2020-09-23","2020-9",NA,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2600","2020-09-24","2020-9",168927,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2601","2020-09-25","2020-9",NA,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2602","2020-09-26","2020-9",NA,NA,NA,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2603","2020-09-27","2020-9",NA,4,27,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2604","2020-09-28","2020-9",171151,71,869,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2605","2020-09-29","2020-9",171535,71,536,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2606","2020-09-30","2020-9",171905,54,606,7.9,7.4,7.8,16.1,7,12.1,8.9,10.4
"2607","2020-10-01","2020-10",172184,49,583,6.9,6.7,6.5,13.9,6,10.9,7.6,8.9
"2608","2020-10-02","2020-10",172639,44,572,6.9,6.7,6.5,13.9,6,10.9,7.6,8.9
"2609","2020-10-03","2020-10",173147,53,460,6.9,6.7,6.5,13.9,6,10.9,7.6,8.9
"2610","2020-10-04","2020-10",173923,81,814,6.9,6.7,6.5,13.9,6,10.9,7.6,8.9
"2611","2020-10-05","2020-10",174436,83,700,6.9,6.7,6.5,13.9,6,10.9,7.6,8.9
"2612","2020-10-06","2020-10",175076,87,729,6.9,6.7,6.5,13.9,6,10.9,7.6,8.9
"2613","2020-10-07","2020-10",175865,75,835,6.9,6.7,6.5,13.9,6,10.9,7.6,8.9
"2614","2020-10-08","2020-10",176405,70,658,6.9,6.7,6.5,13.9,6,10.9,7.6,8.9
"2615","2020-10-09","2020-10",176631,62,494,6.9,6.7,6.5,13.9,6,10.9,7.6,8.9
"2616","2020-10-10","2020-10",176844,55,465,6.9,6.7,6.5,13.9,6,10.9,7.6,8.9
"2617","2020-10-11","2020-10",177142,91,805,6.9,6.7,6.5,13.9,6,10.9,7.6,8.9
