"","Date","Date_MY","Comments","Users","Posts","Total","Nonagricultural.wage.and.salary","Nonagricultural.self.employment","Employed.part.time"
"1629","2018-01-27","2018-1",NA,NA,NA,"154,493","143,028","9,076","27,346"
"1630","2018-01-28","2018-1",NA,NA,NA,"154,493","143,028","9,076","27,346"
"1631","2018-01-29","2018-1",NA,NA,NA,"154,493","143,028","9,076","27,346"
"1632","2018-01-30","2018-1",NA,NA,NA,"154,493","143,028","9,076","27,346"
"1633","2018-01-31","2018-1",NA,NA,NA,"154,493","143,028","9,076","27,346"
"1634","2018-02-01","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1635","2018-02-02","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1636","2018-02-03","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1637","2018-02-04","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1638","2018-02-05","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1639","2018-02-06","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1640","2018-02-07","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1641","2018-02-08","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1642","2018-02-09","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1643","2018-02-10","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1644","2018-02-11","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1645","2018-02-12","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1646","2018-02-13","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1647","2018-02-14","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1648","2018-02-15","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1649","2018-02-16","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1650","2018-02-17","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1651","2018-02-18","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1652","2018-02-19","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1653","2018-02-20","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1654","2018-02-21","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1655","2018-02-22","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1656","2018-02-23","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1657","2018-02-24","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1658","2018-02-25","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1659","2018-02-26","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1660","2018-02-27","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1661","2018-02-28","2018-2",NA,NA,NA,"155,259","143,747","9,015","27,570"
"1662","2018-03-01","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1663","2018-03-02","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1664","2018-03-03","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1665","2018-03-04","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1666","2018-03-05","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1667","2018-03-06","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1668","2018-03-07","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1669","2018-03-08","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1670","2018-03-09","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1671","2018-03-10","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1672","2018-03-11","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1673","2018-03-12","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1674","2018-03-13","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1675","2018-03-14","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1676","2018-03-15","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1677","2018-03-16","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1678","2018-03-17","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1679","2018-03-18","2018-3",NA,3323,NA,"155,303","143,803","9,065","27,875"
"1680","2018-03-19","2018-3",NA,3332,NA,"155,303","143,803","9,065","27,875"
"1681","2018-03-20","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1682","2018-03-21","2018-3",NA,3333,NA,"155,303","143,803","9,065","27,875"
"1683","2018-03-22","2018-3",NA,3339,NA,"155,303","143,803","9,065","27,875"
"1684","2018-03-23","2018-3",NA,3339,NA,"155,303","143,803","9,065","27,875"
"1685","2018-03-24","2018-3",NA,3343,NA,"155,303","143,803","9,065","27,875"
"1686","2018-03-25","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1687","2018-03-26","2018-3",NA,3350,NA,"155,303","143,803","9,065","27,875"
"1688","2018-03-27","2018-3",NA,3353,NA,"155,303","143,803","9,065","27,875"
"1689","2018-03-28","2018-3",NA,3366,NA,"155,303","143,803","9,065","27,875"
"1690","2018-03-29","2018-3",NA,3369,NA,"155,303","143,803","9,065","27,875"
"1691","2018-03-30","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1692","2018-03-31","2018-3",NA,NA,NA,"155,303","143,803","9,065","27,875"
"1693","2018-04-01","2018-4",NA,3371,NA,"155,362","143,890","9,065","27,473"
"1694","2018-04-02","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1695","2018-04-03","2018-4",NA,3375,NA,"155,362","143,890","9,065","27,473"
"1696","2018-04-04","2018-4",NA,3377,NA,"155,362","143,890","9,065","27,473"
"1697","2018-04-05","2018-4",NA,3378,NA,"155,362","143,890","9,065","27,473"
"1698","2018-04-06","2018-4",NA,3380,NA,"155,362","143,890","9,065","27,473"
"1699","2018-04-07","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1700","2018-04-08","2018-4",NA,3457,NA,"155,362","143,890","9,065","27,473"
"1701","2018-04-09","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1702","2018-04-10","2018-4",NA,3468,NA,"155,362","143,890","9,065","27,473"
"1703","2018-04-11","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1704","2018-04-12","2018-4",NA,3479,NA,"155,362","143,890","9,065","27,473"
"1705","2018-04-13","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1706","2018-04-14","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1707","2018-04-15","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1708","2018-04-16","2018-4",NA,3495,NA,"155,362","143,890","9,065","27,473"
"1709","2018-04-17","2018-4",NA,3496,NA,"155,362","143,890","9,065","27,473"
"1710","2018-04-18","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1711","2018-04-19","2018-4",NA,3505,NA,"155,362","143,890","9,065","27,473"
"1712","2018-04-20","2018-4",NA,3508,NA,"155,362","143,890","9,065","27,473"
"1713","2018-04-21","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1714","2018-04-22","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1715","2018-04-23","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1716","2018-04-24","2018-4",NA,3517,NA,"155,362","143,890","9,065","27,473"
"1717","2018-04-25","2018-4",NA,3523,NA,"155,362","143,890","9,065","27,473"
"1718","2018-04-26","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1719","2018-04-27","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1720","2018-04-28","2018-4",NA,3534,NA,"155,362","143,890","9,065","27,473"
"1721","2018-04-29","2018-4",NA,3539,NA,"155,362","143,890","9,065","27,473"
"1722","2018-04-30","2018-4",NA,NA,NA,"155,362","143,890","9,065","27,473"
"1723","2018-05-01","2018-5",NA,3542,NA,"155,694","144,247","9,012","26,984"
"1724","2018-05-02","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1725","2018-05-03","2018-5",NA,3543,NA,"155,694","144,247","9,012","26,984"
"1726","2018-05-04","2018-5",NA,3544,NA,"155,694","144,247","9,012","26,984"
"1727","2018-05-05","2018-5",NA,3542,NA,"155,694","144,247","9,012","26,984"
"1728","2018-05-06","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1729","2018-05-07","2018-5",NA,3552,NA,"155,694","144,247","9,012","26,984"
"1730","2018-05-08","2018-5",NA,3553,NA,"155,694","144,247","9,012","26,984"
"1731","2018-05-09","2018-5",NA,3561,NA,"155,694","144,247","9,012","26,984"
"1732","2018-05-10","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1733","2018-05-11","2018-5",NA,3558,NA,"155,694","144,247","9,012","26,984"
"1734","2018-05-12","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1735","2018-05-13","2018-5",NA,3561,NA,"155,694","144,247","9,012","26,984"
"1736","2018-05-14","2018-5",NA,3572,NA,"155,694","144,247","9,012","26,984"
"1737","2018-05-15","2018-5",NA,3578,NA,"155,694","144,247","9,012","26,984"
"1738","2018-05-16","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1739","2018-05-17","2018-5",NA,3579,NA,"155,694","144,247","9,012","26,984"
"1740","2018-05-18","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1741","2018-05-19","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1742","2018-05-20","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1743","2018-05-21","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1744","2018-05-22","2018-5",NA,3602,NA,"155,694","144,247","9,012","26,984"
"1745","2018-05-23","2018-5",NA,3606,NA,"155,694","144,247","9,012","26,984"
"1746","2018-05-24","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1747","2018-05-25","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1748","2018-05-26","2018-5",NA,3609,NA,"155,694","144,247","9,012","26,984"
"1749","2018-05-27","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1750","2018-05-28","2018-5",NA,3617,NA,"155,694","144,247","9,012","26,984"
"1751","2018-05-29","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1752","2018-05-30","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1753","2018-05-31","2018-5",NA,NA,NA,"155,694","144,247","9,012","26,984"
"1754","2018-06-01","2018-6",NA,3620,NA,"155,734","144,538","8,674","26,935"
"1755","2018-06-02","2018-6",NA,3620,NA,"155,734","144,538","8,674","26,935"
"1756","2018-06-03","2018-6",NA,3621,NA,"155,734","144,538","8,674","26,935"
"1757","2018-06-04","2018-6",NA,3622,NA,"155,734","144,538","8,674","26,935"
"1758","2018-06-05","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1759","2018-06-06","2018-6",NA,3626,NA,"155,734","144,538","8,674","26,935"
"1760","2018-06-07","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1761","2018-06-08","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1762","2018-06-09","2018-6",NA,3628,NA,"155,734","144,538","8,674","26,935"
"1763","2018-06-10","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1764","2018-06-11","2018-6",NA,3639,NA,"155,734","144,538","8,674","26,935"
"1765","2018-06-12","2018-6",NA,3669,NA,"155,734","144,538","8,674","26,935"
"1766","2018-06-13","2018-6",NA,3670,NA,"155,734","144,538","8,674","26,935"
"1767","2018-06-14","2018-6",NA,3672,NA,"155,734","144,538","8,674","26,935"
"1768","2018-06-15","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1769","2018-06-16","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1770","2018-06-17","2018-6",NA,3675,NA,"155,734","144,538","8,674","26,935"
"1771","2018-06-18","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1772","2018-06-19","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1773","2018-06-20","2018-6",NA,3684,NA,"155,734","144,538","8,674","26,935"
"1774","2018-06-21","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1775","2018-06-22","2018-6",NA,3715,NA,"155,734","144,538","8,674","26,935"
"1776","2018-06-23","2018-6",NA,3715,NA,"155,734","144,538","8,674","26,935"
"1777","2018-06-24","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1778","2018-06-25","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1779","2018-06-26","2018-6",NA,3722,NA,"155,734","144,538","8,674","26,935"
"1780","2018-06-27","2018-6",NA,3728,NA,"155,734","144,538","8,674","26,935"
"1781","2018-06-28","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1782","2018-06-29","2018-6",NA,NA,NA,"155,734","144,538","8,674","26,935"
"1783","2018-06-30","2018-6",NA,3731,NA,"155,734","144,538","8,674","26,935"
"1784","2018-07-01","2018-7",NA,3731,NA,"156,115","144,606","8,772","27,005"
"1785","2018-07-02","2018-7",NA,3732,NA,"156,115","144,606","8,772","27,005"
"1786","2018-07-03","2018-7",NA,3732,NA,"156,115","144,606","8,772","27,005"
"1787","2018-07-04","2018-7",NA,3736,NA,"156,115","144,606","8,772","27,005"
"1788","2018-07-05","2018-7",NA,NA,NA,"156,115","144,606","8,772","27,005"
"1789","2018-07-06","2018-7",NA,NA,NA,"156,115","144,606","8,772","27,005"
"1790","2018-07-07","2018-7",NA,3741,NA,"156,115","144,606","8,772","27,005"
"1791","2018-07-08","2018-7",NA,3740,NA,"156,115","144,606","8,772","27,005"
"1792","2018-07-09","2018-7",NA,3964,NA,"156,115","144,606","8,772","27,005"
"1793","2018-07-10","2018-7",NA,3972,NA,"156,115","144,606","8,772","27,005"
"1794","2018-07-11","2018-7",NA,NA,NA,"156,115","144,606","8,772","27,005"
"1795","2018-07-12","2018-7",NA,3987,NA,"156,115","144,606","8,772","27,005"
"1796","2018-07-13","2018-7",NA,3998,NA,"156,115","144,606","8,772","27,005"
"1797","2018-07-14","2018-7",NA,NA,NA,"156,115","144,606","8,772","27,005"
"1798","2018-07-15","2018-7",NA,4005,NA,"156,115","144,606","8,772","27,005"
"1799","2018-07-16","2018-7",NA,4018,NA,"156,115","144,606","8,772","27,005"
"1800","2018-07-17","2018-7",NA,4023,NA,"156,115","144,606","8,772","27,005"
"1801","2018-07-18","2018-7",NA,4026,NA,"156,115","144,606","8,772","27,005"
"1802","2018-07-19","2018-7",NA,4040,NA,"156,115","144,606","8,772","27,005"
"1803","2018-07-20","2018-7",NA,NA,NA,"156,115","144,606","8,772","27,005"
"1804","2018-07-21","2018-7",NA,4048,NA,"156,115","144,606","8,772","27,005"
"1805","2018-07-22","2018-7",NA,NA,NA,"156,115","144,606","8,772","27,005"
"1806","2018-07-23","2018-7",NA,NA,NA,"156,115","144,606","8,772","27,005"
"1807","2018-07-24","2018-7",NA,4048,NA,"156,115","144,606","8,772","27,005"
"1808","2018-07-25","2018-7",NA,4063,NA,"156,115","144,606","8,772","27,005"
"1809","2018-07-26","2018-7",NA,4069,NA,"156,115","144,606","8,772","27,005"
"1810","2018-07-27","2018-7",NA,NA,NA,"156,115","144,606","8,772","27,005"
"1811","2018-07-28","2018-7",NA,4075,NA,"156,115","144,606","8,772","27,005"
"1812","2018-07-29","2018-7",NA,4079,NA,"156,115","144,606","8,772","27,005"
"1813","2018-07-30","2018-7",NA,4078,NA,"156,115","144,606","8,772","27,005"
"1814","2018-07-31","2018-7",NA,4098,NA,"156,115","144,606","8,772","27,005"
"1815","2018-08-01","2018-8",NA,4107,NA,"155,512","144,291","8,718","26,831"
"1816","2018-08-02","2018-8",NA,4114,NA,"155,512","144,291","8,718","26,831"
"1817","2018-08-03","2018-8",NA,4117,NA,"155,512","144,291","8,718","26,831"
"1818","2018-08-04","2018-8",NA,NA,NA,"155,512","144,291","8,718","26,831"
"1819","2018-08-05","2018-8",NA,4128,NA,"155,512","144,291","8,718","26,831"
"1820","2018-08-06","2018-8",NA,4156,NA,"155,512","144,291","8,718","26,831"
"1821","2018-08-07","2018-8",NA,4159,NA,"155,512","144,291","8,718","26,831"
"1822","2018-08-08","2018-8",NA,NA,NA,"155,512","144,291","8,718","26,831"
"1823","2018-08-09","2018-8",NA,NA,NA,"155,512","144,291","8,718","26,831"
"1824","2018-08-10","2018-8",NA,4166,NA,"155,512","144,291","8,718","26,831"
"1825","2018-08-11","2018-8",NA,NA,NA,"155,512","144,291","8,718","26,831"
"1826","2018-08-12","2018-8",NA,NA,NA,"155,512","144,291","8,718","26,831"
"1827","2018-08-13","2018-8",NA,4167,NA,"155,512","144,291","8,718","26,831"
"1828","2018-08-14","2018-8",NA,4166,NA,"155,512","144,291","8,718","26,831"
"1829","2018-08-15","2018-8",NA,4175,NA,"155,512","144,291","8,718","26,831"
"1830","2018-08-16","2018-8",NA,4504,NA,"155,512","144,291","8,718","26,831"
"1831","2018-08-17","2018-8",NA,4585,NA,"155,512","144,291","8,718","26,831"
"1832","2018-08-18","2018-8",NA,4639,NA,"155,512","144,291","8,718","26,831"
"1833","2018-08-19","2018-8",NA,4649,NA,"155,512","144,291","8,718","26,831"
"1834","2018-08-20","2018-8",NA,4689,NA,"155,512","144,291","8,718","26,831"
"1835","2018-08-21","2018-8",NA,4698,NA,"155,512","144,291","8,718","26,831"
"1836","2018-08-22","2018-8",NA,NA,NA,"155,512","144,291","8,718","26,831"
"1837","2018-08-23","2018-8",NA,4742,NA,"155,512","144,291","8,718","26,831"
"1838","2018-08-24","2018-8",NA,4747,NA,"155,512","144,291","8,718","26,831"
"1839","2018-08-25","2018-8",NA,4746,NA,"155,512","144,291","8,718","26,831"
"1840","2018-08-26","2018-8",NA,NA,NA,"155,512","144,291","8,718","26,831"
"1841","2018-08-27","2018-8",NA,NA,NA,"155,512","144,291","8,718","26,831"
"1842","2018-08-28","2018-8",NA,4772,NA,"155,512","144,291","8,718","26,831"
"1843","2018-08-29","2018-8",NA,4777,NA,"155,512","144,291","8,718","26,831"
"1844","2018-08-30","2018-8",NA,4788,NA,"155,512","144,291","8,718","26,831"
"1845","2018-08-31","2018-8",NA,NA,NA,"155,512","144,291","8,718","26,831"
"1846","2018-09-01","2018-9",NA,4794,NA,"155,970","144,307","8,910","26,976"
"1847","2018-09-02","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1848","2018-09-03","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1849","2018-09-04","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1850","2018-09-05","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1851","2018-09-06","2018-9",NA,4822,NA,"155,970","144,307","8,910","26,976"
"1852","2018-09-07","2018-9",NA,4833,NA,"155,970","144,307","8,910","26,976"
"1853","2018-09-08","2018-9",NA,4836,NA,"155,970","144,307","8,910","26,976"
"1854","2018-09-09","2018-9",NA,4844,NA,"155,970","144,307","8,910","26,976"
"1855","2018-09-10","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1856","2018-09-11","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1857","2018-09-12","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1858","2018-09-13","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1859","2018-09-14","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1860","2018-09-15","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1861","2018-09-16","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1862","2018-09-17","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1863","2018-09-18","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1864","2018-09-19","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1865","2018-09-20","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1866","2018-09-21","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1867","2018-09-22","2018-9",NA,NA,NA,"155,970","144,307","8,910","26,976"
"1868","2018-09-23","2018-9",NA,5099,NA,"155,970","144,307","8,910","26,976"
"1869","2018-09-24","2018-9",NA,5108,NA,"155,970","144,307","8,910","26,976"
"1870","2018-09-25","2018-9",NA,5116,NA,"155,970","144,307","8,910","26,976"
"1871","2018-09-26","2018-9",NA,5130,NA,"155,970","144,307","8,910","26,976"
"1872","2018-09-27","2018-9",NA,5135,NA,"155,970","144,307","8,910","26,976"
"1873","2018-09-28","2018-9",NA,5148,NA,"155,970","144,307","8,910","26,976"
"1874","2018-09-29","2018-9",NA,5157,NA,"155,970","144,307","8,910","26,976"
"1875","2018-09-30","2018-9",NA,5177,NA,"155,970","144,307","8,910","26,976"
"1876","2018-10-01","2018-10",NA,5217,NA,"156,294","144,875","8,979","27,126"
"1877","2018-10-02","2018-10",NA,5255,NA,"156,294","144,875","8,979","27,126"
"1878","2018-10-03","2018-10",NA,5264,NA,"156,294","144,875","8,979","27,126"
"1879","2018-10-04","2018-10",NA,5268,NA,"156,294","144,875","8,979","27,126"
"1880","2018-10-05","2018-10",NA,5278,NA,"156,294","144,875","8,979","27,126"
"1881","2018-10-06","2018-10",NA,5292,NA,"156,294","144,875","8,979","27,126"
"1882","2018-10-07","2018-10",NA,5313,NA,"156,294","144,875","8,979","27,126"
"1883","2018-10-08","2018-10",NA,5320,NA,"156,294","144,875","8,979","27,126"
"1884","2018-10-09","2018-10",10,5328,2,"156,294","144,875","8,979","27,126"
"1885","2018-10-10","2018-10",NA,5339,NA,"156,294","144,875","8,979","27,126"
"1886","2018-10-11","2018-10",25,NA,4,"156,294","144,875","8,979","27,126"
"1887","2018-10-12","2018-10",17,5345,4,"156,294","144,875","8,979","27,126"
"1888","2018-10-13","2018-10",13,5342,1,"156,294","144,875","8,979","27,126"
"1889","2018-10-14","2018-10",7,5346,2,"156,294","144,875","8,979","27,126"
"1890","2018-10-15","2018-10",NA,5389,NA,"156,294","144,875","8,979","27,126"
"1891","2018-10-16","2018-10",11,NA,NA,"156,294","144,875","8,979","27,126"
"1892","2018-10-17","2018-10",32,6060,8,"156,294","144,875","8,979","27,126"
"1893","2018-10-18","2018-10",291,7222,31,"156,294","144,875","8,979","27,126"
"1894","2018-10-19","2018-10",NA,7608,NA,"156,294","144,875","8,979","27,126"
"1895","2018-10-20","2018-10",143,7698,9,"156,294","144,875","8,979","27,126"
"1896","2018-10-21","2018-10",90,7733,7,"156,294","144,875","8,979","27,126"
"1897","2018-10-22","2018-10",47,7744,6,"156,294","144,875","8,979","27,126"
"1898","2018-10-23","2018-10",34,7781,5,"156,294","144,875","8,979","27,126"
"1899","2018-10-24","2018-10",24,7808,2,"156,294","144,875","8,979","27,126"
"1900","2018-10-25","2018-10",35,7821,6,"156,294","144,875","8,979","27,126"
"1901","2018-10-26","2018-10",29,7847,2,"156,294","144,875","8,979","27,126"
"1902","2018-10-27","2018-10",37,7851,7,"156,294","144,875","8,979","27,126"
"1903","2018-10-28","2018-10",NA,7872,NA,"156,294","144,875","8,979","27,126"
"1904","2018-10-29","2018-10",NA,7885,NA,"156,294","144,875","8,979","27,126"
"1905","2018-10-30","2018-10",46,7888,6,"156,294","144,875","8,979","27,126"
"1906","2018-10-31","2018-10",65,7896,3,"156,294","144,875","8,979","27,126"
"1907","2018-11-01","2018-11",NA,8004,NA,"156,606","145,139","8,935","27,019"
"1908","2018-11-02","2018-11",76,8081,11,"156,606","145,139","8,935","27,019"
"1909","2018-11-03","2018-11",59,8100,9,"156,606","145,139","8,935","27,019"
"1910","2018-11-04","2018-11",NA,8131,NA,"156,606","145,139","8,935","27,019"
"1911","2018-11-05","2018-11",49,8149,6,"156,606","145,139","8,935","27,019"
"1912","2018-11-06","2018-11",37,8199,7,"156,606","145,139","8,935","27,019"
"1913","2018-11-07","2018-11",35,8213,3,"156,606","145,139","8,935","27,019"
"1914","2018-11-08","2018-11",28,8231,4,"156,606","145,139","8,935","27,019"
"1915","2018-11-09","2018-11",13,8265,3,"156,606","145,139","8,935","27,019"
"1916","2018-11-10","2018-11",22,8308,6,"156,606","145,139","8,935","27,019"
"1917","2018-11-11","2018-11",NA,8372,NA,"156,606","145,139","8,935","27,019"
"1918","2018-11-12","2018-11",NA,8390,NA,"156,606","145,139","8,935","27,019"
"1919","2018-11-13","2018-11",52,8407,5,"156,606","145,139","8,935","27,019"
"1920","2018-11-14","2018-11",35,8415,3,"156,606","145,139","8,935","27,019"
"1921","2018-11-15","2018-11",26,8451,6,"156,606","145,139","8,935","27,019"
"1922","2018-11-16","2018-11",NA,8457,NA,"156,606","145,139","8,935","27,019"
"1923","2018-11-17","2018-11",NA,8462,NA,"156,606","145,139","8,935","27,019"
"1924","2018-11-18","2018-11",20,8471,7,"156,606","145,139","8,935","27,019"
"1925","2018-11-19","2018-11",NA,8487,NA,"156,606","145,139","8,935","27,019"
"1926","2018-11-20","2018-11",40,8492,4,"156,606","145,139","8,935","27,019"
"1927","2018-11-21","2018-11",25,8493,7,"156,606","145,139","8,935","27,019"
"1928","2018-11-22","2018-11",23,8493,3,"156,606","145,139","8,935","27,019"
"1929","2018-11-23","2018-11",16,8508,5,"156,606","145,139","8,935","27,019"
"1930","2018-11-24","2018-11",76,8531,8,"156,606","145,139","8,935","27,019"
"1931","2018-11-25","2018-11",41,8540,5,"156,606","145,139","8,935","27,019"
"1932","2018-11-26","2018-11",80,8543,6,"156,606","145,139","8,935","27,019"
"1933","2018-11-27","2018-11",79,8598,9,"156,606","145,139","8,935","27,019"
"1934","2018-11-28","2018-11",61,8605,9,"156,606","145,139","8,935","27,019"
"1935","2018-11-29","2018-11",57,8616,5,"156,606","145,139","8,935","27,019"
"1936","2018-11-30","2018-11",NA,8621,NA,"156,606","145,139","8,935","27,019"
"1937","2018-12-01","2018-12",13,8624,8,"156,767","145,307","9,086","27,058"
"1938","2018-12-02","2018-12",26,8644,3,"156,767","145,307","9,086","27,058"
"1939","2018-12-03","2018-12",36,8649,6,"156,767","145,307","9,086","27,058"
"1940","2018-12-04","2018-12",3,8668,NA,"156,767","145,307","9,086","27,058"
"1941","2018-12-05","2018-12",81,8682,8,"156,767","145,307","9,086","27,058"
"1942","2018-12-06","2018-12",61,8699,7,"156,767","145,307","9,086","27,058"
"1943","2018-12-07","2018-12",85,8719,12,"156,767","145,307","9,086","27,058"
"1944","2018-12-08","2018-12",59,8721,5,"156,767","145,307","9,086","27,058"
"1945","2018-12-09","2018-12",20,8739,3,"156,767","145,307","9,086","27,058"
"1946","2018-12-10","2018-12",35,8746,9,"156,767","145,307","9,086","27,058"
"1947","2018-12-11","2018-12",66,8743,13,"156,767","145,307","9,086","27,058"
"1948","2018-12-12","2018-12",NA,8742,NA,"156,767","145,307","9,086","27,058"
"1949","2018-12-13","2018-12",59,8756,8,"156,767","145,307","9,086","27,058"
"1950","2018-12-14","2018-12",48,8768,7,"156,767","145,307","9,086","27,058"
"1951","2018-12-15","2018-12",21,8835,3,"156,767","145,307","9,086","27,058"
"1952","2018-12-16","2018-12",68,8895,16,"156,767","145,307","9,086","27,058"
"1953","2018-12-17","2018-12",NA,8918,NA,"156,767","145,307","9,086","27,058"
"1954","2018-12-18","2018-12",53,8935,11,"156,767","145,307","9,086","27,058"
