"","Date","Date_MY","Comments","Users","Posts","Total","Nonagricultural.wage.and.salary","Nonagricultural.self.employment","Employed.part.time"
"1104","2016-08-20","2016-8",NA,2115,NA,"151,779","140,415","8,647","27,208"
"1105","2016-08-21","2016-8",NA,2121,NA,"151,779","140,415","8,647","27,208"
"1106","2016-08-22","2016-8",NA,2120,NA,"151,779","140,415","8,647","27,208"
"1107","2016-08-23","2016-8",NA,2123,NA,"151,779","140,415","8,647","27,208"
"1108","2016-08-24","2016-8",NA,2124,NA,"151,779","140,415","8,647","27,208"
"1109","2016-08-25","2016-8",NA,2127,NA,"151,779","140,415","8,647","27,208"
"1110","2016-08-26","2016-8",NA,2125,NA,"151,779","140,415","8,647","27,208"
"1111","2016-08-27","2016-8",NA,2125,NA,"151,779","140,415","8,647","27,208"
"1112","2016-08-28","2016-8",NA,2126,NA,"151,779","140,415","8,647","27,208"
"1113","2016-08-29","2016-8",NA,2127,NA,"151,779","140,415","8,647","27,208"
"1114","2016-08-30","2016-8",NA,2125,NA,"151,779","140,415","8,647","27,208"
"1115","2016-08-31","2016-8",NA,2124,NA,"151,779","140,415","8,647","27,208"
"1116","2016-09-01","2016-9",NA,2125,NA,"151,761","140,605","8,558","27,538"
"1117","2016-09-02","2016-9",NA,2126,NA,"151,761","140,605","8,558","27,538"
"1118","2016-09-03","2016-9",NA,2128,NA,"151,761","140,605","8,558","27,538"
"1119","2016-09-04","2016-9",NA,2131,NA,"151,761","140,605","8,558","27,538"
"1120","2016-09-05","2016-9",NA,2130,NA,"151,761","140,605","8,558","27,538"
"1121","2016-09-06","2016-9",NA,2130,NA,"151,761","140,605","8,558","27,538"
"1122","2016-09-07","2016-9",NA,2133,NA,"151,761","140,605","8,558","27,538"
"1123","2016-09-08","2016-9",NA,2133,NA,"151,761","140,605","8,558","27,538"
"1124","2016-09-09","2016-9",NA,2134,NA,"151,761","140,605","8,558","27,538"
"1125","2016-09-10","2016-9",NA,2137,NA,"151,761","140,605","8,558","27,538"
"1126","2016-09-11","2016-9",NA,2155,NA,"151,761","140,605","8,558","27,538"
"1127","2016-09-12","2016-9",NA,2156,NA,"151,761","140,605","8,558","27,538"
"1128","2016-09-13","2016-9",NA,2155,NA,"151,761","140,605","8,558","27,538"
"1129","2016-09-14","2016-9",NA,2158,NA,"151,761","140,605","8,558","27,538"
"1130","2016-09-15","2016-9",NA,2156,NA,"151,761","140,605","8,558","27,538"
"1131","2016-09-16","2016-9",NA,2156,NA,"151,761","140,605","8,558","27,538"
"1132","2016-09-17","2016-9",NA,2159,NA,"151,761","140,605","8,558","27,538"
"1133","2016-09-18","2016-9",NA,2156,NA,"151,761","140,605","8,558","27,538"
"1134","2016-09-19","2016-9",NA,2153,NA,"151,761","140,605","8,558","27,538"
"1135","2016-09-20","2016-9",NA,2154,NA,"151,761","140,605","8,558","27,538"
"1136","2016-09-21","2016-9",NA,2155,NA,"151,761","140,605","8,558","27,538"
"1137","2016-09-22","2016-9",NA,2155,NA,"151,761","140,605","8,558","27,538"
"1138","2016-09-23","2016-9",NA,2157,NA,"151,761","140,605","8,558","27,538"
"1139","2016-09-24","2016-9",NA,2158,NA,"151,761","140,605","8,558","27,538"
"1140","2016-09-25","2016-9",NA,2158,NA,"151,761","140,605","8,558","27,538"
"1141","2016-09-26","2016-9",NA,2158,NA,"151,761","140,605","8,558","27,538"
"1142","2016-09-27","2016-9",NA,2158,NA,"151,761","140,605","8,558","27,538"
"1143","2016-09-28","2016-9",NA,2157,NA,"151,761","140,605","8,558","27,538"
"1144","2016-09-29","2016-9",NA,2159,NA,"151,761","140,605","8,558","27,538"
"1145","2016-09-30","2016-9",NA,2160,NA,"151,761","140,605","8,558","27,538"
"1146","2016-10-01","2016-10",NA,2160,NA,"151,793","140,767","8,674","27,645"
"1147","2016-10-02","2016-10",NA,2159,NA,"151,793","140,767","8,674","27,645"
"1148","2016-10-03","2016-10",NA,2163,NA,"151,793","140,767","8,674","27,645"
"1149","2016-10-04","2016-10",NA,2163,NA,"151,793","140,767","8,674","27,645"
"1150","2016-10-05","2016-10",NA,2164,NA,"151,793","140,767","8,674","27,645"
"1151","2016-10-06","2016-10",NA,2165,NA,"151,793","140,767","8,674","27,645"
"1152","2016-10-07","2016-10",NA,2174,NA,"151,793","140,767","8,674","27,645"
"1153","2016-10-08","2016-10",NA,2182,NA,"151,793","140,767","8,674","27,645"
"1154","2016-10-09","2016-10",NA,2185,NA,"151,793","140,767","8,674","27,645"
"1155","2016-10-10","2016-10",NA,2186,NA,"151,793","140,767","8,674","27,645"
"1156","2016-10-11","2016-10",NA,2187,NA,"151,793","140,767","8,674","27,645"
"1157","2016-10-12","2016-10",NA,2192,NA,"151,793","140,767","8,674","27,645"
"1158","2016-10-13","2016-10",NA,2193,NA,"151,793","140,767","8,674","27,645"
"1159","2016-10-14","2016-10",NA,2193,NA,"151,793","140,767","8,674","27,645"
"1160","2016-10-15","2016-10",NA,2194,NA,"151,793","140,767","8,674","27,645"
"1161","2016-10-16","2016-10",NA,2194,NA,"151,793","140,767","8,674","27,645"
"1162","2016-10-17","2016-10",NA,2194,NA,"151,793","140,767","8,674","27,645"
"1163","2016-10-18","2016-10",NA,2194,NA,"151,793","140,767","8,674","27,645"
"1164","2016-10-19","2016-10",NA,2194,NA,"151,793","140,767","8,674","27,645"
"1165","2016-10-20","2016-10",NA,2194,NA,"151,793","140,767","8,674","27,645"
"1166","2016-10-21","2016-10",NA,2194,NA,"151,793","140,767","8,674","27,645"
"1167","2016-10-22","2016-10",NA,2194,NA,"151,793","140,767","8,674","27,645"
"1168","2016-10-23","2016-10",NA,2197,NA,"151,793","140,767","8,674","27,645"
"1169","2016-10-24","2016-10",NA,2197,NA,"151,793","140,767","8,674","27,645"
"1170","2016-10-25","2016-10",NA,2197,NA,"151,793","140,767","8,674","27,645"
"1171","2016-10-26","2016-10",NA,2197,NA,"151,793","140,767","8,674","27,645"
"1172","2016-10-27","2016-10",NA,2197,NA,"151,793","140,767","8,674","27,645"
"1173","2016-10-28","2016-10",NA,2197,NA,"151,793","140,767","8,674","27,645"
"1174","2016-10-29","2016-10",NA,2197,NA,"151,793","140,767","8,674","27,645"
"1175","2016-10-30","2016-10",NA,2197,NA,"151,793","140,767","8,674","27,645"
"1176","2016-10-31","2016-10",NA,2197,NA,"151,793","140,767","8,674","27,645"
"1177","2016-11-01","2016-11",NA,2197,NA,"151,954","141,021","8,680","27,892"
"1178","2016-11-02","2016-11",NA,2197,NA,"151,954","141,021","8,680","27,892"
"1179","2016-11-03","2016-11",NA,2197,NA,"151,954","141,021","8,680","27,892"
"1180","2016-11-04","2016-11",NA,2197,NA,"151,954","141,021","8,680","27,892"
"1181","2016-11-05","2016-11",NA,2197,NA,"151,954","141,021","8,680","27,892"
"1182","2016-11-06","2016-11",NA,2206,NA,"151,954","141,021","8,680","27,892"
"1183","2016-11-07","2016-11",NA,2206,NA,"151,954","141,021","8,680","27,892"
"1184","2016-11-08","2016-11",NA,2206,NA,"151,954","141,021","8,680","27,892"
"1185","2016-11-09","2016-11",NA,2208,NA,"151,954","141,021","8,680","27,892"
"1186","2016-11-10","2016-11",NA,2209,NA,"151,954","141,021","8,680","27,892"
"1187","2016-11-11","2016-11",NA,2209,NA,"151,954","141,021","8,680","27,892"
"1188","2016-11-12","2016-11",NA,2210,NA,"151,954","141,021","8,680","27,892"
"1189","2016-11-13","2016-11",NA,2212,NA,"151,954","141,021","8,680","27,892"
"1190","2016-11-14","2016-11",NA,2214,NA,"151,954","141,021","8,680","27,892"
"1191","2016-11-15","2016-11",NA,2213,NA,"151,954","141,021","8,680","27,892"
"1192","2016-11-16","2016-11",NA,2213,NA,"151,954","141,021","8,680","27,892"
"1193","2016-11-17","2016-11",NA,2214,NA,"151,954","141,021","8,680","27,892"
"1194","2016-11-18","2016-11",NA,2213,NA,"151,954","141,021","8,680","27,892"
"1195","2016-11-19","2016-11",NA,2212,NA,"151,954","141,021","8,680","27,892"
"1196","2016-11-20","2016-11",NA,2212,NA,"151,954","141,021","8,680","27,892"
"1197","2016-11-21","2016-11",NA,2213,NA,"151,954","141,021","8,680","27,892"
"1198","2016-11-22","2016-11",NA,2214,NA,"151,954","141,021","8,680","27,892"
"1199","2016-11-23","2016-11",NA,2216,NA,"151,954","141,021","8,680","27,892"
"1200","2016-11-24","2016-11",NA,2215,NA,"151,954","141,021","8,680","27,892"
"1201","2016-11-25","2016-11",NA,2214,NA,"151,954","141,021","8,680","27,892"
"1202","2016-11-26","2016-11",NA,2214,NA,"151,954","141,021","8,680","27,892"
"1203","2016-11-27","2016-11",NA,2213,NA,"151,954","141,021","8,680","27,892"
"1204","2016-11-28","2016-11",NA,2213,NA,"151,954","141,021","8,680","27,892"
"1205","2016-11-29","2016-11",NA,2213,NA,"151,954","141,021","8,680","27,892"
"1206","2016-11-30","2016-11",NA,2213,NA,"151,954","141,021","8,680","27,892"
"1207","2016-12-01","2016-12",NA,2213,NA,"152,157","140,984","8,929","27,921"
"1208","2016-12-02","2016-12",NA,2213,NA,"152,157","140,984","8,929","27,921"
"1209","2016-12-03","2016-12",NA,2215,NA,"152,157","140,984","8,929","27,921"
"1210","2016-12-04","2016-12",NA,2217,NA,"152,157","140,984","8,929","27,921"
"1211","2016-12-05","2016-12",NA,2217,NA,"152,157","140,984","8,929","27,921"
"1212","2016-12-06","2016-12",NA,2217,NA,"152,157","140,984","8,929","27,921"
"1213","2016-12-07","2016-12",NA,2217,NA,"152,157","140,984","8,929","27,921"
"1214","2016-12-08","2016-12",NA,2217,NA,"152,157","140,984","8,929","27,921"
"1215","2016-12-09","2016-12",NA,2217,NA,"152,157","140,984","8,929","27,921"
"1216","2016-12-10","2016-12",NA,2217,NA,"152,157","140,984","8,929","27,921"
"1217","2016-12-11","2016-12",NA,2217,NA,"152,157","140,984","8,929","27,921"
"1218","2016-12-12","2016-12",NA,2217,NA,"152,157","140,984","8,929","27,921"
"1219","2016-12-13","2016-12",NA,2217,NA,"152,157","140,984","8,929","27,921"
"1220","2016-12-14","2016-12",NA,2217,NA,"152,157","140,984","8,929","27,921"
"1221","2016-12-15","2016-12",NA,2217,NA,"152,157","140,984","8,929","27,921"
